key,repo,name
javascript:S3616,javascript,Comma and logical OR operators should not be used in switch cases
javascript:S3626,javascript,Jump statements should not be redundant
javascript:S3735,javascript,"""void"" should not be used"
javascript:S3800,javascript,Functions should always return the same type
javascript:S3801,javascript,"Functions should use ""return"" consistently"
javascript:S3863,javascript,Imports from the same module should be merged
javascript:S3923,javascript,All branches in a conditional structure should not have exactly the same implementation
javascript:S3981,javascript,Collection size and array length comparisons should make sense
javascript:S3984,javascript,Errors should not be created without being thrown
javascript:S4084,javascript,Media elements should have captions
javascript:S4830,javascript,Server certificates should be verified during SSL/TLS connections
javascript:S5042,javascript,Expanding archive files without controlling resource consumption is security-sensitive
javascript:S6019,javascript,Reluctant quantifiers in regular expressions should be followed by an expression that can't match the empty string
javascript:S6035,javascript,Single-character alternations in regular expressions should be replaced with character classes
javascript:S6079,javascript,"Tests should not execute any code after ""done()"" is called"
javascript:S6245,javascript,Disabling server-side encryption of S3 buckets is security-sensitive
javascript:S6249,javascript,Authorizing HTTP communications with S3 buckets is security-sensitive
javascript:S6252,javascript,Disabling versioning of S3 buckets is security-sensitive
javascript:S6265,javascript,Granting access to S3 buckets to all or authenticated users is security-sensitive
javascript:S6268,javascript,Disabling Angular built-in sanitization is security-sensitive
javascript:S6270,javascript,Policies authorizing public access to resources are security-sensitive
javascript:S6275,javascript,Using unencrypted EBS volumes is security-sensitive
javascript:S6397,javascript,Character classes in regular expressions should not contain only one character
javascript:S6480,javascript,Disallow `.bind()` and arrow functions in JSX props
javascript:S6481,javascript,React Context Provider values should have stable identities
javascript:S6486,javascript,JSX list components keys should match up between renders
javascript:S103,javascript,Lines should not be too long
javascript:S104,javascript,Files should not have too many lines of code
javascript:S105,javascript,Tabulation characters should not be used
javascript:S106,javascript,Standard outputs should not be used directly to log anything
javascript:S107,javascript,Functions should not have too many parameters
javascript:S108,javascript,Nested blocks of code should not be left empty
javascript:S109,javascript,Magic numbers should not be used
javascript:S1090,javascript,iFrames must have a title
javascript:S121,javascript,Control structures should use curly braces
javascript:S122,javascript,Statements should be on separate lines
javascript:S128,javascript,"Switch cases should end with an unconditional ""break"" statement"
javascript:S135,javascript,"Loops should not contain more than a single ""break"" or ""continue"" statement"
javascript:S138,javascript,Functions should not have too many lines of code
javascript:S139,javascript,Comments should not be located at the end of lines of code
javascript:S1607,javascript,Tests should not be skipped without providing a reason
javascript:S1848,javascript,Objects should not be created to be dropped immediately without being used
javascript:S2068,javascript,Hard-coded passwords are security-sensitive
javascript:S2077,javascript,Formatting SQL queries is security-sensitive
javascript:S2187,javascript,Test files should contain at least one test case
javascript:S2189,javascript,Loops should not be infinite
javascript:S2814,javascript,Variables and functions should not be redeclared
javascript:S2817,javascript,Web SQL databases should not be used
javascript:S4123,javascript,"""await"" should only be used with promises"
javascript:S4125,javascript,"""typeof"" expressions should only be compared to valid values"
javascript:S4138,javascript,"""for of"" should be used with Iterables"
javascript:S4139,javascript,"""for in"" should not be used with iterables"
javascript:S5332,javascript,Using clear-text protocols is security-sensitive
javascript:S5691,javascript,Statically serving hidden files is security-sensitive
javascript:S5693,javascript,Allowing requests with excessive content length is security-sensitive
javascript:S6281,javascript,Allowing public ACLs or policies on a S3 bucket is security-sensitive
javascript:S6299,javascript,Disabling Vue.js built-in escaping is security-sensitive
javascript:S6302,javascript,Policies granting all privileges are security-sensitive
javascript:S6303,javascript,Using unencrypted RDS DB resources is security-sensitive
javascript:S6304,javascript,Policies granting access to all resources of an account are security-sensitive
javascript:S6308,javascript,Using unencrypted Elasticsearch domains is security-sensitive
javascript:S6317,javascript,AWS IAM policies should limit the scope of permissions given
javascript:S6319,javascript,Using unencrypted SageMaker notebook instances is security-sensitive
javascript:S6426,javascript,Exclusive tests should not be commited to version control
javascript:S6435,javascript,"React ""render"" functions should return a value"
javascript:S6438,javascript,Comments inside JSX expressions should be enclosed in curly braces
javascript:S6439,javascript,React components should not render non-boolean condition values
javascript:S6544,javascript,Promises should not be misused
javascript:S6557,javascript,"Ends of strings should be checked with ""startsWith()"" and ""endsWith()"""
javascript:S6660,javascript,If statements should not be the only statement in else blocks
javascript:S6661,javascript,"Object spread syntax should be used instead of ""Object.assign"""
javascript:S6666,javascript,"Spread syntax should be used instead of ""apply()"""
javascript:S6676,javascript,"Calls to "".call()"" and "".apply()"" methods should not be redundant"
javascript:S6679,javascript,"""Number.isNaN()"" should be used to check for ""NaN"" value"
javascript:S6788,javascript,"React's ""findDOMNode"" should not be used"
javascript:S6789,javascript,"React's ""isMounted"" should not be used"
javascript:S100,javascript,Function and method names should comply with a naming convention
javascript:S101,javascript,Class names should comply with a naming convention
javascript:S1077,javascript,"Image, area, button with image and object elements should have an alternative text"
javascript:S1082,javascript,Mouse events should have corresponding keyboard events
javascript:S113,javascript,Files should end with a newline
javascript:S117,javascript,"Variable, property and parameter names should comply with a naming convention"
javascript:S1192,javascript,String literals should not be duplicated
javascript:S1199,javascript,Nested code blocks should not be used
javascript:S3498,javascript,Object literal shorthand syntax should be used
javascript:S3499,javascript,Shorthand object properties should be grouped at the beginning or end of an object declaration
javascript:S4036,javascript,Searching OS commands in PATH is security-sensitive
javascript:S4043,javascript,Array-mutating methods should not be used misleadingly
javascript:S4140,javascript,Sparse arrays should not be created with extra commas
javascript:S4143,javascript,Collection elements should not be replaced unconditionally
javascript:S4144,javascript,Functions should not have identical implementations
javascript:S4158,javascript,Empty collections should not be accessed or iterated
javascript:S4165,javascript,Assignments should not be redundant
javascript:S5148,javascript,Authorizing an opened window to access back to the originating window is security-sensitive
javascript:S5247,javascript,Disabling auto-escaping in template engines is security-sensitive
javascript:S5254,javascript,HTML elements should have a valid language attribute
javascript:S5256,javascript,Tables should have headers
javascript:S5257,javascript,"HTML ""<table>"" should not be used for layout purposes"
javascript:S5260,javascript,Table cells should reference their headers
javascript:S5264,javascript,"""<object>"" tags should provide an alternative content"
javascript:S5443,javascript,Using publicly writable directories is security-sensitive
javascript:S5689,javascript,Disclosing fingerprints from web application technologies is security-sensitive
javascript:S6321,javascript,Administration services access should be restricted to specific IP addresses
javascript:S6323,javascript,Alternation in regular expressions should not contain empty alternatives
javascript:S6324,javascript,Regular expressions should not contain control characters
javascript:S6325,javascript,Regular expression literals should be used when possible
javascript:S6326,javascript,Regular expressions should not contain multiple spaces
javascript:S6327,javascript,Using unencrypted SNS topics is security-sensitive
javascript:S6328,javascript,Replacement strings should reference existing regular expression groups
javascript:S6329,javascript,Allowing public network access to cloud resources is security-sensitive
javascript:S6330,javascript,Using unencrypted SQS queues is security-sensitive
javascript:S6333,javascript,Creating public APIs is security-sensitive
javascript:S6351,javascript,Regular expressions with the global flag should be used with caution
javascript:S6353,javascript,Regular expression quantifiers and character classes should be used concisely
javascript:S6418,javascript,Hard-coded secrets are security-sensitive
javascript:S6440,javascript,React Hooks should be properly called
javascript:S6441,javascript,Unused methods of React components should be removed
javascript:S6442,javascript,React's useState hook should not be used directly in the render function or body of a component
javascript:S6443,javascript,React state setter function should not be called with its matching state variable
javascript:S6477,javascript,JSX list components should have a key property
javascript:S6478,javascript,React components should not be nested
javascript:S6479,javascript,JSX list components should not use array indexes as key
javascript:S6522,javascript,Import variables should not be reassigned
javascript:S6523,javascript,"Optional chaining should not be used if returning ""undefined"" throws an error"
javascript:S6534,javascript,Numbers should not lose precision
javascript:S6535,javascript,Unnecessary character escapes should be removed
javascript:S6551,javascript,"Objects and classes converted or coerced to strings should define a ""toString()"" method"
javascript:S6582,javascript,Optional chaining should be preferred
javascript:S6594,javascript,"""RegExp.exec()"" should be preferred over ""String.match()"""
javascript:S6643,javascript,Prototypes of builtin objects should not be modified
javascript:S6644,javascript,Ternary operator should not be used instead of simpler alternatives
javascript:S6645,javascript,Variables should not be initialized to undefined
javascript:S6647,javascript,Unnecessary constructors should be removed
javascript:S6650,javascript,"Renaming import, export, and destructuring assignments should not be to the same name"
javascript:S6653,javascript,Use Object.hasOwn static method instead of hasOwnProperty
javascript:S6654,javascript,__proto__ property should not be used
javascript:S6657,javascript,Octal escape sequences should not be used
javascript:S6671,javascript,Literals should not be used for promise rejection
javascript:S6761,javascript,"""children"" and ""dangerouslySetInnerHTML"" should not be used together"
javascript:S6763,javascript,"""shouldComponentUpdate"" should not be defined when extending ""React.PureComponent"""
javascript:S6766,javascript,JSX special characters should be escaped
javascript:S6767,javascript,Unused React typed props should be removed
javascript:S6770,javascript,User-defined JSX components should use Pascal case
javascript:S6772,javascript,Spacing between inline elements should be explicit
javascript:S6774,javascript,React components should validate prop types
javascript:S6775,javascript,"All ""defaultProps"" should have non-required PropTypes"
javascript:S6790,javascript,String references should not be used
javascript:S6791,javascript,React legacy lifecycle methods should not be used
javascript:S6793,javascript,ARIA properties in DOM elements should have valid values
javascript:S888,javascript,"Equality operators should not be used in ""for"" loop termination conditions"
javascript:S2092,javascript,"Creating cookies without the ""secure"" flag is security-sensitive"
javascript:S2094,javascript,Classes should not be empty
javascript:S4030,javascript,Collection contents should be used
javascript:S4275,javascript,Getters and setters should access the expected fields
javascript:S5122,javascript,Having a permissive Cross-Origin Resource Sharing policy is security-sensitive
javascript:S6331,javascript,Regular expressions should not contain empty groups
javascript:S6332,javascript,Using unencrypted EFS file systems is security-sensitive
secrets:S6687,secrets,Django secret keys should not be disclosed
secrets:S6689,secrets,GitHub tokens should not be disclosed
secrets:S6701,secrets,Telegram bot keys should not be disclosed
secrets:S6702,secrets,SonarQube tokens should not be disclosed
secrets:S6703,secrets,Database passwords should not be disclosed
secrets:S6706,secrets,Cryptographic private keys should not be disclosed
secrets:S6708,secrets,Discord Webhook URLs should not be disclosed
secrets:S6762,secrets,Grafana tokens should not be disclosed
secrets:S6987,secrets,Docker swarm tokens should not be disclosed
secrets:S7013,secrets,OpenAI API keys should not be disclosed
secrets:S6290,secrets,Amazon Web Services credentials should not be disclosed
secrets:S6292,secrets,Amazon MWS credentials should not be disclosed
secrets:S6334,secrets,Google API keys should not be disclosed
secrets:S6335,secrets,Google Cloud service accounts keys should not be disclosed
secrets:S6338,secrets,Azure Storage Account Keys should not be disclosed
secrets:S6684,secrets,Azure Subscription Keys should not be disclosed
secrets:S6690,secrets,GitLab tokens should not be disclosed
secrets:S6693,secrets,SSH private keys should not be disclosed
secrets:S6694,secrets,MongoDB database passwords should not be disclosed
secrets:S6697,secrets,MySQL database passwords should not be disclosed
secrets:S6698,secrets,PostgreSQL database passwords should not be disclosed
secrets:S6739,secrets,Redis credentials should not be disclosed
secrets:S6751,secrets,PyPI tokens should not be disclosed
secrets:S6752,secrets,Artifactory tokens should not be disclosed
secrets:S6758,secrets,NPM access tokens should not be disclosed
secrets:S6771,secrets,Postman tokens should not be disclosed
secrets:S6782,secrets,Docker Hub tokens should not be disclosed
secrets:S6783,secrets,Infura API keys should not be disclosed
secrets:S6995,secrets,Splunk tokens should not be disclosed
python:BackticksUsage,python,Backticks should not be used
python:ExecStatementUsage,python,"The ""exec"" statement should not be used"
python:NoSonar,python,"Track uses of ""NOSONAR"" comments"
python:PreIncrementDecrement,python,Increment and decrement operators should not be used
python:S1110,python,Redundant pairs of parentheses should be removed
python:S1131,python,Lines should not end with trailing whitespaces
python:S1134,python,"Track uses of ""FIXME"" tags"
python:S1135,python,"Track uses of ""TODO"" tags"
python:S1142,python,Functions should not contain too many return statements
python:S1143,python,"Break, continue and return statements should not occur in ""finally"" blocks"
python:S1144,python,Unused class-private methods should be removed
python:S1700,python,A field should not duplicate the name of its containing class
python:S1940,python,Boolean checks should not be inverted
python:S2115,python,A secure password should be used when connecting to a database
python:S2201,python,Return values from functions without side effects should not be ignored
python:S2208,python,Wildcard imports should not be used
python:S2325,python,Methods and properties that don't access instance data should be static
python:S3329,python,Cipher Block Chaining IVs should be unpredictable
python:S3776,python,Cognitive Complexity of functions should not be too high
python:S4502,python,Disabling CSRF protections is security-sensitive
python:S4507,python,Delivering code in production with debug features activated is security-sensitive
python:S5603,python,Unused scope-limited definitions should be removed
python:S5712,python,"Some special methods should return ""NotImplemented"" instead of raising ""NotImplementedError"""
python:S5713,python,"A subclass should not be in the same ""except"" statement as a parent class"
python:S5714,python,"Boolean expressions of exceptions should not be used in ""except"" statements"
python:S5717,python,Function parameters' default values should not be modified or assigned
python:S5719,python,Instance and class methods should have at least one positional parameter
python:S5722,python,Special methods should have an expected number of parameters
python:S5724,python,"Property getter, setter and deleter methods should have the expected number of parameters"
python:S5747,python,"Bare ""raise"" statements should only be used in ""except"" blocks"
python:S5842,python,Repeated patterns in regular expressions should not match the empty string
python:S5843,python,Regular expressions should not be too complicated
python:S5845,python,Assertions comparing incompatible types should not be made
python:S5850,python,Alternatives in regular expressions should be grouped when used with anchors
python:S5852,python,Using slow regular expressions is security-sensitive
python:S5855,python,Regex alternatives should not be redundant
python:S5856,python,Regular expressions should be syntactically valid
python:S5857,python,Character classes should be preferred over reluctant quantifiers in regular expressions
python:S5860,python,Names of regular expressions named groups should be used
python:S5864,python,Type checks shouldn't be confusing
python:S5868,python,Unicode Grapheme Clusters should be avoided inside regex character classes
python:S5869,python,Character classes in regular expressions should not contain the same character twice
python:S5953,python,"Variables, classes and functions should be either defined or imported"
python:S6001,python,Back references in regular expressions should only refer to capturing groups that are matched before the reference
python:S6002,python,Regex lookahead assertions should not be contradictory
python:S6019,python,Reluctant quantifiers in regular expressions should be followed by an expression that can't match the empty string
python:S6035,python,Single-character alternations in regular expressions should be replaced with character classes
python:S6245,python,Disabling server-side encryption of S3 buckets is security-sensitive
python:S6265,python,Granting access to S3 buckets to all or authenticated users is security-sensitive
python:S6270,python,Policies authorizing public access to resources are security-sensitive
python:S6275,python,Using unencrypted EBS volumes is security-sensitive
python:S6395,python,Non-capturing groups without quantifier should not be used
python:S6396,python,Superfluous curly brace quantifiers should be avoided
python:S6397,python,Character classes in regular expressions should not contain only one character
python:S6709,python,Results that depend on random number generation should be reproducible
python:S6711,python,numpy.random.Generator should be preferred to numpy.random.RandomState
python:S6714,python,Passing a list to np.array should be preferred over passing a generator
python:S6925,python,"The ""validate_indices"" argument should not be set for ""tf.gather"" function call"
python:S6928,python,"Python side effects should not be used inside a ""tf.function"""
python:S6929,python,The reduction axis/dimension should be specified when using reduction operations
python:InequalityUsage,python,"""<>"" should not be used to test inequality"
python:S1066,python,"Mergeable ""if"" statements should be combined"
python:S1128,python,Unnecessary imports should be removed
python:S1172,python,Unused function parameters should be removed
python:S1186,python,Functions and methods should not be empty
python:S1244,python,Floating point numbers should not be tested for equality
python:S134,python,"Control flow statements ""if"", ""for"", ""while"", ""try"" and ""with"" should not be nested too deeply"
python:S1481,python,Unused local variables should be removed
python:S1716,python,"""break"" and ""continue"" should not be used outside a loop"
python:S1717,python,"""\"" should only be used as an escape character outside of raw strings"
python:S1854,python,Unused assignments should be removed
python:S1862,python,"Related ""if/else if"" statements should not have the same condition"
python:S2159,python,Unnecessary equality checks should not be made
python:S2245,python,Using pseudorandom number generators (PRNGs) is security-sensitive
python:S2275,python,String formatting should not lead to runtime errors
python:S2710,python,The first argument to class methods should follow the naming convention
python:S2711,python,"""yield"" and ""return"" should not be used outside functions"
python:S2712,python,"""return"" and ""yield"" should not be used in the same function"
python:S2823,python,"Only strings should be listed in ""__all__"""
python:S2836,python,"Loops without ""break"" should not have ""else"" clauses"
python:S3330,python,"Creating cookies without the ""HttpOnly"" flag is security-sensitive"
python:S3358,python,Conditional expressions should not be nested
python:S3457,python,String formatting should be used correctly
python:S3699,python,The output of functions that don't return anything should not be used
python:S3801,python,"Functions should use ""return"" consistently"
python:S3923,python,All branches in a conditional structure should not have exactly the same implementation
python:S4423,python,Weak SSL/TLS protocols should not be used
python:S4426,python,Cryptographic key generation should be based on strong parameters
python:S4784,python,Using regular expressions is security-sensitive
python:S4787,python,Encrypting data is security-sensitive
python:S5042,python,Expanding archive files without controlling resource consumption is security-sensitive
python:S5300,python,Sending emails is security-sensitive
python:S5542,python,Encryption algorithms should be used with secure mode and padding scheme
python:S5547,python,Cipher algorithms should be robust
python:S5549,python,Function arguments should be passed only once
python:S5607,python,Operators should be used on compatible types
python:S5632,python,Raised Exceptions must derive from BaseException
python:S5655,python,Arguments given to functions should be of an expected type
python:S5659,python,JWT should be signed and verified
python:S5720,python,"""self"" should be the first argument to instance methods"
python:S5727,python,Comparison to None should not be constant
python:S5754,python,"""SystemExit"" should be re-raised"
python:S5756,python,Calls should not be made to non-callable values
python:S5780,python,Expressions creating dictionaries should not have duplicate keys
python:S5781,python,Expressions creating sets should not have duplicate values
python:S5890,python,Values assigned to variables should match their type annotations
python:S5899,python,Test methods should be discoverable
python:S5994,python,Regex patterns following a possessive quantifier should not always fail
python:S5996,python,Regex boundaries should not be used in a way that can never be matched
python:S6252,python,Disabling versioning of S3 buckets is security-sensitive
python:S6377,python,XML signatures should be validated securely
python:S6725,python,"Equality checks should not be made against ""numpy.nan"""
python:S6740,python,'dtype' parameter should be provided when using 'pandas.read_csv' or 'pandas.read_table'
python:S6741,python,"The ""pandas.DataFrame.to_numpy()"" method should be preferred to the ""pandas.DataFrame.values"" attribute"
python:S6742,python,pandas.pipe method should be preferred over long chains of instructions
python:S6982,python,"""model.eval()"" or ""model.train()"" should be called after loading the state of a PyTorch model"
python:S6983,python,"The ""num_workers"" parameter should be specified for ""torch.utils.data.DataLoader"""
python:S6984,python,Einops pattern should be valid
python:S6985,python,"Usage of ""torch.load"" can lead to untrusted code execution"
python:CommentRegularExpression,python,Track comments matching a regular expression
python:FunctionComplexity,python,Cyclomatic Complexity of functions should not be too high
python:LongIntegerWithLowercaseSuffixUsage,python,"Long suffix ""L"" should be upper case"
python:S1045,python,"All ""except"" blocks should be able to catch exceptions"
python:S125,python,Sections of code should not be commented out
python:S138,python,Functions should not have too many lines of code
python:S139,python,Comments should not be located at the end of lines of code
python:S1607,python,A reason should be provided when skipping a test
python:S1707,python,"Track ""TODO"" and ""FIXME"" comments that do not contain a reference to a person"
python:S1720,python,Docstrings should be defined
python:S1721,python,Parentheses should not be used after certain keywords
python:S1722,python,New-style classes should be used
python:S1845,python,Methods and field names should not differ only by capitalization
python:S2068,python,Hard-coded passwords are security-sensitive
python:S2257,python,Using non-standard cryptographic algorithms is security-sensitive
python:S4433,python,LDAP connections should be authenticated
python:S4790,python,Using weak hashing algorithms is security-sensitive
python:S4792,python,Configuring loggers is security-sensitive
python:S5527,python,Server hostnames should be verified during SSL/TLS connections
python:S5642,python,"""in"" and ""not in"" operators should be used on objects supporting them"
python:S5644,python,Item operations should be done on objects supporting them
python:S5886,python,Function return types should be consistent with their type hint
python:S6281,python,Allowing public ACLs or policies on a S3 bucket is security-sensitive
python:S6304,python,Policies granting access to all resources of an account are security-sensitive
python:S6542,python,Any should not be used as a type hint
python:S6543,python,Type hints of generic types should specify their type parameters
python:S6546,python,"Union type expressions should be preferred over ""typing.Union"" in type hints"
python:S6663,python,Sequence indexes must have an __index__ method
python:S6727,python,The abs_tol parameter should be provided when using math.isclose to compare values to 0
python:S6729,python,np.nonzero should be preferred over np.where when only the condition parameter is set
python:S6730,python,Deprecated NumPy aliases of built-in types should not be used
python:S6734,python,inplace=True should not be used when modifying a Pandas DataFrame
python:S6735,python,"When using pandas.merge or pandas.join, the parameters on, how and validate should be provided"
python:S6785,python,GraphQL queries should not be vulnerable to Denial of Service attacks
python:S6969,python,"""memory"" parameter should be specified for Scikit-Learn Pipeline"
python:S6971,python,Transformers should not be accessed directly when a Scikit-Learn Pipeline uses caching
python:S6972,python,Nested estimator parameters modification in a Pipeline should refer to valid parameters
python:S6973,python,Important hyperparameters should be specified for machine learning libraries' estimators and optimizers
python:S6974,python,"Subclasses of Scikit-Learn's ""BaseEstimator"" should not set attributes ending with ""_"" in the ""__init__"" method"
python:S6978,python,"Subclasses of ""torch.nn.Module"" should call the initializer"
python:S6979,python,"""torch.tensor"" should be used instead of ""torch.autograd.Variable"""
python:S930,python,The number and name of arguments passed to a function should match its parameters
python:S935,python,Functions and methods should only return expected values
python:ClassComplexity,python,Cyclomatic Complexity of classes should not be too high
python:LineLength,python,Lines should not be too long
python:ParsingError,python,Python parser failure
python:S104,python,Files should not have too many lines of code
python:S107,python,"Functions, methods and lambdas should not have too many parameters"
python:S108,python,Nested blocks of code should not be left empty
python:S112,python,"""Exception"" and ""BaseException"" should not be raised"
python:S113,python,Files should end with a newline
python:S116,python,Field names should comply with a naming convention
python:S117,python,Local variable and function parameter names should comply with a naming convention
python:S1542,python,Function names should comply with a naming convention
python:S1656,python,Variables should not be self-assigned
python:S1751,python,Loops with at most one iteration should be refactored
python:S1871,python,Two branches in a conditional structure should not have exactly the same implementation
python:S2077,python,Formatting SQL queries is security-sensitive
python:S2190,python,Recursion should not be infinite
python:S2638,python,Method overrides should not change contracts
python:S2755,python,XML parsers should not be vulnerable to XXE attacks
python:S2757,python,"Non-existent operators like ""=+"" should not be used"
python:S2876,python,"""__iter__"" should return an iterator"
python:S4487,python,"Unread ""private"" attributes should be removed"
python:S5332,python,Using clear-text protocols is security-sensitive
python:S5344,python,Passwords should not be stored in plaintext or with a fast hashing algorithm
python:S5795,python,Identity comparisons should not be used with cached types
python:S5797,python,Constants should not be used as conditions
python:S5799,python,Implicit string and byte concatenations should not be confusing
python:S5905,python,Assert should not be called on a tuple literal
python:S5906,python,"The most specific ""unittest"" assertion should be used"
python:S6302,python,Policies granting all privileges are security-sensitive
python:S6303,python,Using unencrypted RDS DB resources is security-sensitive
python:S6308,python,Using unencrypted OpenSearch domains is security-sensitive
python:S6317,python,AWS IAM policies should limit the scope of permissions given
python:S6319,python,Using unencrypted SageMaker notebook instances is security-sensitive
python:S6437,python,Credentials should not be hard-coded
python:S6540,python,Function parameters should have type hints
python:S6545,python,Built-in generic types should be preferred over the typing module in type hints
python:S6552,python,Django signal handler functions should have the '@receiver' decorator on top of all other decorators
python:S6553,python,'null=True' should not be used on string-based fields in Django models
python:S6554,python,"Django models should define a ""__str__"" method"
python:S6556,python,"""locals()"" should not be passed to a Django ""render()"" function"
python:S6559,python,Fields of a Django ModelFom should be defined explicitly
python:S6660,python,"""isinstance()"" should be preferred to direct type comparisons"
python:S6661,python,Assignments of lambdas to variables should be replaced by function definitions
python:S6662,python,Set members and dictionary keys should be hashable
python:S6781,python,JWT secret keys should not be disclosed
python:S6786,python,GraphQL introspection should be disabled in production
python:S6792,python,Generic classes should be defined using the type parameter syntax
python:S6794,python,"Type aliases should be declared with a ""type"" statement"
python:S6795,python,"Generic type statements should not use ""TypeVars"""
python:S6796,python,Generic functions should be defined using the type parameter syntax
python:S6799,python,"""f-strings"" should not be nested too deeply"
python:S6883,python,"The 12-hour format should be used with the AM/PM marker, otherwise the 24-hour format should be used"
python:S6887,python,"""pytz.timezone"" should not be passed to the ""datetime.datetime"" constructor"
python:S905,python,Non-empty statements should change control flow or have at least one side-effect
python:FileComplexity,python,Files should not be too complex
python:PrintStatementUsage,python,"The ""print"" statement should not be used"
python:S100,python,Method names should comply with a naming convention
python:S101,python,Class names should comply with a naming convention
python:S1192,python,String literals should not be duplicated
python:S1451,python,Track lack of copyright and license headers
python:S1515,python,Functions and lambdas should not reference variables defined in enclosing loops
python:S1523,python,Dynamically executing code is security-sensitive
python:S1578,python,Module names should comply with a naming convention
python:S1763,python,All code should be reachable
python:S1764,python,Identical expressions should not be used on both sides of a binary operator
python:S2053,python,Password hashing functions should use an unpredictable salt
python:S2612,python,Setting loose POSIX file permissions is security-sensitive
python:S2733,python,"""__exit__"" should accept type, value, and traceback arguments"
python:S2734,python,"""__init__"" should not return a value"
python:S2737,python,"""except"" clauses should do more than raise the same issue"
python:S3516,python,Functions returns should not be invariant
python:S3752,python,Allowing both safe and unsafe HTTP methods is security-sensitive
python:S3827,python,"Variables, classes and functions should be defined before being used"
python:S4721,python,Using shell interpreter when executing OS commands is security-sensitive
python:S5439,python,HTML autoescape mechanism should not be globally disabled
python:S5443,python,Using publicly writable directories is security-sensitive
python:S5445,python,Insecure temporary file creation methods should not be used
python:S5685,python,Walrus operator should not make code confusing
python:S5796,python,New objects should not be created only to check their identity
python:S6418,python,Hard-coded secrets are security-sensitive
python:S6468,python,ExceptionGroup and BaseExceptionGroup should not be caught with except*
python:S6537,python,Octal escape sequences should not be used in regular expressions
python:S6538,python,Function returns should have type hints
python:S6659,python,'startswith' or 'endswith' methods should be used instead of string slicing in condition expressions
python:S6779,python,Flask secret keys should not be disclosed
python:S6882,python,Constructor attributes of date and time objects should be in the range of possible values
python:S6890,python,"""zoneinfo"" should be preferred to ""pytz"" when using Python 3.9 and later"
python:S6894,python,"Dates should be formatted correctly when using ""pandas.to_datetime"" with ""dayfirst"" or ""yearfirst"" arguments"
python:S6900,python,Numpy weekmask should have a valid value
python:S6903,python,"Using timezone-aware ""datetime"" objects should be preferred over using ""datetime.datetime.utcnow"" and ""datetime.datetime.utcfromtimestamp"""
python:S6908,python,"""tensorflow.function"" should not be recursive"
python:OneStatementPerLine,python,Statements should be on separate lines
python:S1226,python,Function parameters initial values should not be ignored
python:S1313,python,Using hardcoded IP addresses is security-sensitive
python:S2761,python,"Doubled prefix operators ""not"" and ""~"" should not be used"
python:S3403,python,Identity operators should not be used with dissimilar types
python:S3862,python,"Iterable unpacking, ""for-in"" loops and ""yield from"" should use an Iterable object"
python:S3981,python,Collection sizes and array length comparisons should make sense
python:S3984,python,Exceptions should not be created without being raised
python:S3985,python,Unused private nested classes should be removed
python:S4143,python,Collection content should not be replaced unconditionally
python:S4144,python,Functions and methods should not have identical implementations
python:S4823,python,Using command line arguments is security-sensitive
python:S4828,python,Signaling processes is security-sensitive
python:S4829,python,Reading the Standard Input is security-sensitive
python:S4830,python,Server certificates should be verified during SSL/TLS connections
python:S5704,python,"Bare ""raise"" statements should not be used in ""finally"" blocks"
python:S5706,python,"Special method ""__exit__"" should not re-raise the provided exception"
python:S5707,python,"Exceptions' ""__cause__"" should be either an Exception or None"
python:S5708,python,Caught Exceptions must derive from BaseException
python:S5709,python,"Custom Exception classes should inherit from ""Exception"" or one of its subclasses"
python:S5828,python,"The ""open"" builtin function should be called with a valid mode"
python:S5914,python,Assertions should not fail or succeed unconditionally
python:S5915,python,Assertions should not be made at the end of blocks expecting an exception
python:S5918,python,Tests should be skipped explicitly
python:S6321,python,Administration services access should be restricted to specific IP addresses
python:S6323,python,Alternation in regular expressions should not contain empty alternatives
python:S6326,python,Regular expressions should not contain multiple spaces
python:S6327,python,Using unencrypted SNS topics is security-sensitive
python:S6328,python,Replacement strings should reference existing regular expression groups
python:S6329,python,Allowing public network access to cloud resources is security-sensitive
python:S6353,python,Regular expression quantifiers and character classes should be used concisely
python:S6463,python,Allowing unrestricted outbound communications is security-sensitive
python:S6560,python,"The ""safe"" flag should be set to ""False"" when serializing non-dictionary objects in Django JSON-encoded responses."
python:S6911,python,"""tf.function"" should not depend on global or free Python variables"
python:S6918,python,"""tf.Variable"" objects should be singletons when created inside of a ""tf.function"""
python:S6919,python,"The ""input_shape"" parameter should not be specified for ""tf.keras.Model"" subclasses"
python:S2092,python,"Creating cookies without the ""secure"" flag is security-sensitive"
python:S2772,python,"""pass"" should not be used needlessly"
python:S3626,python,Jump statements should not be redundant
python:S5122,python,Having a permissive Cross-Origin Resource Sharing policy is security-sensitive
python:S5247,python,Disabling auto-escaping in template engines is security-sensitive
python:S5361,python,`str.replace` should be preferred to `re.sub`
python:S5806,python,Builtins should not be shadowed by local variables
python:S5807,python,"Only defined names should be listed in ""__all__"""
python:S6330,python,Using unencrypted SQS queues is security-sensitive
python:S6331,python,Regular expressions should not contain empty groups
python:S6332,python,Using unencrypted EFS file systems is security-sensitive
python:S6333,python,Creating public APIs is security-sensitive
text:S6389,text,Using bidirectional characters is security-sensitive
csharpsquid:S1110,csharpsquid,Redundant pairs of parentheses should be removed
